CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
1107/SF-GY,2009,IAF,EXTERNAL AUDITORS,GY-AG,AUDITOR GENERAL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","THERE WERE CONNECTIVITY PROBLEMS WITH SISCOR, HENCE LATE RECEIPT.

MINOR PROBLEMS RELATED TO FINANCIAL REPORTING- STATEMENT OF CASH RECEIVED AND DISBURSEMENT INCORRECT, MINOR INTERNAL CONTROL ISSUES. RELATED TO ASSETS SAFEGUARD.",2010-04-25 00:00:00,,,,,,,,,,
1637/SF-RG,2008,IAF,EXTERNAL AUDITORS,BA-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,BORROWER,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",INPUT CCB/CBA/375/09 OUTPUT CCB/CBA/447/09,2009-06-30 00:00:00,,,,,,,,,,
1108/SF-RG,2008,IAF,EXTERNAL AUDITORS,BA-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,BORROWER,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",INPUT CCB/CBA/379/09 OUTPUT CCB/CBA/447/09,2009-06-30 00:00:00,,,,,,,,,,
1796/SF-NI,2008,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","EN CID/CNI/4029/2008, SE OTORGÓ LA DISPENSA POR NO HABER DESEMBOLSOS AL 31/12/08.",2009-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2008,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","",2009-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2009,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",DOCS # 35353329,2010-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2010,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",IDBDOCS 36181977,2011-05-03 00:00:00,,,,,,,,,,
1933/BL-NI,2010,NULL,,NULL,,NULL,,EXECUTOR,ANY,ANALYZED,DIO,Abstencion - Disclaimer,0,0.00,"",IDBDOCS 36162246 (EXTENSION). 36240781.,2011-05-31 00:00:00,,,,,,,,,,
1933/BL-NI,2011,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","LOS HALLAZGOS SON MÚLTIPLES, VARIADOS Y RECURRENTES. EL BANCO DEBE JUGAR UN ROL MÁS ACTIVO PARA EL CUMPLIMIENTO DEL PLAN DE ACCIÓN.  SE RECOMIENDA DAR CUMPLIMIENTO A LAS CLAUSULAS FINANCIERAS. DOCS#36895647",2012-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2011,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","HALLAZGOS DE CONTROL INTERNO MÚLTIPLES, VARIADOS Y RECURRENTES.  CUMPLIEMTNO A LA 7.03(A)(VI), INCUMPLIMIENTO A LA 7.01.  PLAN DE ACCIÓN PARA EL 22JUN12.  (DOCS#36912260)",2012-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2012,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",DOCS#37838453; ENTRADA 1323/2013.,2013-04-30 00:00:00,,,,,,,,,,
1933/BL-NI,2012,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",DOCS#37838457; ENTRADA 1325/2013.,2013-04-30 00:00:00,,,,,,,,,,
1986/OC-BR,2009,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","CONSIDERANDO BAJO NIVEL DE TRANSACCIONES Y DE DESEMBOLSOS, NO SE ESTIMA JUSTIFICADO INCURRIR EN COSTO DE AUDITORÍA. EN LA REVISIÓN DEL EJERCICIO 2010 SE INCLUIRÁ LA DE LAS TRANSACCIONES PREVIAS.",2010-04-30 00:00:00,,,,,,,,,,
1986/OC-BR,2010,IAF,EXTERNAL AUDITORS,BR-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",CUMPRIDA,2011-04-30 00:00:00,,,,,,,,,,
1986/OC-BR,2011,IAF,EXTERNAL AUDITORS,BR-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,354,40775.00,"",ANALISADO PELO CONSULTOR FINANCEIRO: ANTONIO YAMADA,2012-04-30 00:00:00,,,,,,,,,,
1986/OC-BR,2012,IAF,EXTERNAL AUDITORS,BR-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,354,37086.00,"",CUMPRIDA,2013-04-30 00:00:00,,,,,,,,,,
1566/OC-CR,2009,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",SE DA DISPENSA DE PRESENTACIÓN DE EFAS DEL 2009 POR CUANTO NO REALIZÓ MOVIMIENTO ALGUNO DEL FR ENTREGADO. SE DA CON COF/CCR/1689 DE 26 DE NOVIEMBRE 2009,2010-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2009,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",LA OPINION CALIFICADA SE BASA EN EL REGISTRO DE UN PAGO DIRECTO POR LA SUMA DE B/.87467 EL CUAL NO TIENE EVIDENCIA DE RECIBO POR PARTE DEL BENEFICIARIO.,2010-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2010,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",VER CPN-1474/2011.,2011-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2011,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",.,2012-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2012,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",.,2013-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2013,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",.,2014-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2014,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",#39605477,2015-04-30 00:00:00,,,,,,,,,,
1987/OC-PN,2015,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",#40263323,2016-04-30 00:00:00,,,,,,,,,,
1800/OC-PR,2011,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,820,35337.75,"",NO OBJECIÓN SEGÚN NOTA 1376/2012,2012-04-30 00:00:00,,,,,,,,,,
1800/OC-PR,2012,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SE REALIZARÁ SEGUIMIENTO A LAS RECOMENDACIONES DE CONTROL INTERNO,2013-04-30 00:00:00,,,,,,,,,,
1800/OC-PR,2013,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",DIFERENCIA ENTRE EL GASTO PENDIENTE DE JUSTIFICAR EXISTENTE ENTRE EL REPORTE (NOTA 5) Y SEGÚN BID. VER NOTA ENVIADA AL EJECUTOR CPR/C/2014/842,2014-04-30 00:00:00,,,,,,,,,,
1566/OC-CR,2010,IAF,EXTERNAL AUDITORS,CR-LARA-EDUARTE,DESPACHO LARA EDUARTE S.C.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",SE SOLICITA PLAN DE ACCION AL EJECUTOR,2011-04-30 00:00:00,,,,,,,,,,
1566/OC-CR,2011,IAF,EXTERNAL AUDITORS,CR-LARA-EDUARTE,DESPACHO LARA EDUARTE S.C.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",SALVEDADES Y OBSERVACIONES DE CONTROL INTERNO DE ALTO IMPACTO. SE SOLICITA PLAN DE ACCION INMEDIATO,2012-04-30 00:00:00,,,,,,,,,,
1566/OC-CR,2012,IAF,EXTERNAL AUDITORS,CR-LARA-EDUARTE,DESPACHO LARA EDUARTE S.C.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",SE REQUIRIO PLAN DE ACCION,2013-04-30 00:00:00,,,,,,,,,,
1091/SF-BO,2009,NULL,,NULL,,NULL,,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","SE OTORGA UNA PRORROGA, CONSIDERANDO QUE LAS CONDICIONES DE INFRAESTRUCTURA FISICA  DE TRABAJO EN LA UNIDA COORDINADORA NO PERMITIERON AVANZAR EL TRABAJO DE AUDITORIA.",2010-05-20 00:00:00,,,,,,,,,,
2026/OC-JA,2009,IAF,EXTERNAL AUDITORS,JA-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","THIS OPERATION WAS DECLARED ELEGIBLE FOR DISBURSEMENT AFTER THE END OF THE AUDIT YEAR 2008 / 2009, HENCE THE WAIVER",2009-07-31 00:00:00,,,,,,,,,,
2026/OC-JA,2010,IAF,EXTERNAL AUDITORS,JA-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SEE LETTER CCB/CJA/370/2011,2010-11-08 00:00:00,,,,,,,,,,
1818/OC-PR,2010,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",DISPENSADO EFA'S 2010 S/CPR/C/2011/809,2011-04-30 00:00:00,,,,,,,,,,
1818/OC-PR,2011,IAF,EXTERNAL AUDITORS,PR-CONTROLLE,PKF - CONTROLLER  - WALTER HERMOSA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EN EL IDBDOC 36989695 SE VISUALIZA EL EFAS REMITIDO FISICAMENTE Y EN LA CPR/C/2012/1872 LA NOTA REMITIDA AL EJECUTOR,2012-06-29 00:00:00,,,,,,,,,,
1818/OC-PR,2012,IAF,EXTERNAL AUDITORS,PR-CONTROLLE,PKF - CONTROLLER  - WALTER HERMOSA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SE REALIZARÁ SEGUIMIENTO DE LAS RECOMENDACIONES DE CONTROL INTERNO,2013-04-30 00:00:00,,,,,,,,,,
1818/OC-PR,2013,IAF,EXTERNAL AUDITORS,PR-CONTROLLE,PKF - CONTROLLER  - WALTER HERMOSA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SE RECOMIENDA DAR CUMPLIMIENTO AL ART. 7.03 Y 7.01. REVISION DEL ANALISIS EN EL IDBDOCS 38803502,2014-04-30 00:00:00,,,,,,,,,,
1910/BL-HO,2010,IAF,EXTERNAL AUDITORS,HO-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","A CRITERIO PROFESIONAL DE LA ESPECIALISTA FINANCIERA, LAS SALVEDADES DEL IFORME PUEDEN MAEJARSE COMO HALLAZGO DE CONTROL INTERNO Y NO AMERITAN LA CALIFICACIÓN DE LOS ESTADOS FINANCIEROS.",2011-04-30 00:00:00,,,,,,,,,,
1910/BL-HO,2011,IAF,EXTERNAL AUDITORS,HO-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",INFORME CON SALVEDAD. EXISTE EL RIESGO DE QUE LOS OBJETIVOS DEL PROYECTO PUEDAN VERSE AFECTADOS POR LOS RETRASOS EN LAS OBRAS RELACIONADOS CON LA LIBERACIÓN DEL DERECHO DE VÍA.,2012-04-30 00:00:00,,,,,,,,,,
1910/BL-HO,2012,IAF,EXTERNAL AUDITORS,HO-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,57221.00,"",DICTAMEN CON OPINIÓN LIMPIA. NO SE IDENTIFICAN PROBLEMAS QUE PONGAN EN RIESGO EL LOGRO DE LOS OBJETIVOS DEL PROYECTO.,2013-04-30 00:00:00,,,,,,,,,,
1391/OC-CH,2010,IAF,EXTERNAL AUDITORS,CH-KPMG,KPMG - JERIA Y ASOCIADOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EFAS SE APROBARON EN CARTA CSC/CCH/898/2010 DE FECHA 17 DE JUNIO DE 2010.,2011-04-30 00:00:00,,,,,,,,,,
1547/OC-SU,2010,IAF,EXTERNAL AUDITORS,SU-PWC,TJONG A HUNG,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","FINANCIAL STATEMENTS WRECEIVED ON JANUARY 23, 2012. THE FFSS COVERS THE FY 2010, AND THE SIX MONTHS OF FY 2011 UP TO THE CANCELLATION. AFS REQUIREMENT WAS WAIVED DUE TO REASONS EXPLAINED IN IDBDOCS 36655211  36691361",2011-04-30 00:00:00,,,,,,,,,,
1523/OC-TT,2010,IAF,EXTERNAL AUDITORS,TT-PKF,"PKF-MARK,CASTILLO,TONEY",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SEE CCB/CTT/140/2011 FOR LETTER TO THE PEU.,2011-01-30 00:00:00,,,,,,,,,,
1980/OC-BR,2009,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","PRIMER DESEMBOLSO (FONDO ROTATORIO) TUVO VALOR 18DIC09, SIN RECONSTITUCIÓN EN ESE AÑO. TOMANDO EN CUENTA BAJO NIVEL DE ACTIVIDAD Y TRANSACCIONES SE ESTIMA PERTINENTE QUE REVISIÓN DEL 2009 SE INCLUYAN EN AUDITORÍA DEL 2010.",2010-04-30 00:00:00,,,,,,,,,,
1980/OC-BR,2010,IAF,EXTERNAL AUDITORS,BR-BDO,BDO AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",CUMPRIDA,2011-04-30 00:00:00,,,,,,,,,,
1980/OC-BR,2011,IAF,EXTERNAL AUDITORS,BR-KPMG,KPMG AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,535,40951.00,"",CUMPRIDA A CLÁUSULA,2012-04-30 00:00:00,,,,,,,,,,
1980/OC-BR,2012,IAF,EXTERNAL AUDITORS,BR-KPMG,KPMG AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,530,34773.00,"",CUMPRIDA,2013-04-30 00:00:00,,,,,,,,,,
1980/OC-BR,2013,IAF,EXTERNAL AUDITORS,BR-KPMG,KPMG AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,584,33245.00,"","GUIA Nº 38840295
RESPOSTA CBR 1888/2014",2014-04-30 00:00:00,,,,,,,,,,
1980/OC-BR,2014,IAF,EXTERNAL AUDITORS,BR-KPMG,KPMG AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",GUIA 39644016 / CARTA 39644070 / RELATÓRIO 39606513,2015-04-30 00:00:00,,,,,,,,,,
1409/OC-GU,2010,IAF,EXTERNAL AUDITORS,ES-DELOITTE,"DELOITTE  GUATEMALA, S.A.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",HALLAZGOS DE CONTROL INTERNO QUE REQUIEREN ACCIÓN DE PARTE DEL EJECUTOR. SE SOLICITARA PLAN DE ACCIÓN EN CARTA RESPUESTA.,2011-04-30 00:00:00,,,,,,,,,,
1409/OC-GU,2011,IAF,EXTERNAL AUDITORS,ES-DELOITTE,"DELOITTE  GUATEMALA, S.A.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","HALLAZGOS SIGNIFICATIVOS DE CONTROL INTERNO, DESTACANDO UNA TRANSFERENCIA DE FONDOS REALIZADA POR LA TESORERIA NACIONAL SIN AUTORIZACION POR VALOR DE US$595,750. ASI COMO HALLAZGOS VIGENTES DE REVISIONES ANTERIORES",2012-04-30 00:00:00,,,,,,,,,,
1882/OC-CH,2008,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",CSC/CCH 1019/2009. LA SALVEDAD GUARDA RELACIÓN CON QUE NO SE AUDITO LA FAPEP QUE SE RELACIONA CON EL PRÉSTAMO. OBSERVACIONES MENORES DE CONTROL INTERNO,2009-04-30 00:00:00,,,,,,,,,,
1882/OC-CH,2009,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",CSC/CCH/620/2010,2010-04-30 00:00:00,,,,,,,,,,
1882/OC-CH,2010,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",CSC/CCH/1994/2010 DISPENSA,2011-04-30 00:00:00,,,,,,,,,,
1882/OC-CH,2011,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",CSC/CCH 9 / 2012,2012-04-30 00:00:00,,,,,,,,,,
1575/OC-AR,2009,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",LAS SALVEDADES SON CONSIDERADAS MENORES,2010-04-30 00:00:00,,,,,,,,,,
1575/OC-AR,2010,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",SE REMITIO NOTA AL EJECUTOR,2011-04-30 00:00:00,,,,,,,,,,
1277/OC-UR,2010,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",APROBADO PDP-861/2011,2011-04-30 00:00:00,,,,,,,,,,
1537/OC-SU,2010,IAF,EXTERNAL AUDITORS,SU-DELOITTE,LUTCHMAN & CO - CORRESPONDENT,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,9300.00,"","MEMORANDUM OF EXPLANATION SUBMITTED ON JULY31, 2011",2011-08-12 00:00:00,,,,,,,,,,
1596/OC-CO,2009,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFA GUIA 149411
EFA",2010-04-30 00:00:00,,,,,,,,,,
1967/OC-CO,2009,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFA GUIA 148767
EFA           148766",2010-04-29 00:00:00,,,,,,,,,,
1967/OC-CO,2010,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EFA GUIA: 36205376,2011-04-29 00:00:00,,,,,,,,,,
1967/OC-CO,2011,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EL PROYECTO CERRO ANTICIPADAMENTE, ESTOS EFAS CORRESPONDEN A LOS FINALES.",2012-04-29 00:00:00,,,,,,,,,,
2018/OC-GU,2010,IAF,EXTERNAL AUDITORS,GU-PWC,"PRICEWATERHOUSECOOPERS, S.A.",NE,Not Eligible,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","OPINIÓN CON SALVEDAD:  
-NO FUE POSIBLE OBTENER EL PLAN DE ADQUISICIONES 2010 PREPARADO POR EJECUTOR, QUE PERMITIERA DETERMINAR SI EL PROCESO LPI-031-2009 PARA LA ADQUISICIÓN DE TEXTOS ESCOLARES Y GUIAS PARA DOCENTES.",2011-04-30 00:00:00,,,,,,,,,,
2018/OC-GU,2012,IAF,EXTERNAL AUDITORS,GU-PWC,"PRICEWATERHOUSECOOPERS, S.A.",NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","OBSERVACIONES Y HALLAZGOS TECNICOS IMPORTANTES QUE REQUIEREN ACCION POR PARTE DE EJECUTOR. SE SOLICITARA PLAN DE ACCIÓN EN CARTA DE RESPUESTA A EJECUTOR, PARA SUPERAR LAS OBSERVACIONES.",2013-04-30 00:00:00,,,,,,,,,,
2018/OC-GU,2013,IAF,EXTERNAL AUDITORS,ES-DELOITTE,"DELOITTE  GUATEMALA, S.A.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,800,47850.00,"",INFORME CON SALVEDADES  Y CON  DEFICIENCIAS DE CONTROL INTERNO QUE REQUIEREN UN PLAN DE ACCION. PRESENTADO 16/OCTUBRE/14.,2014-04-30 00:00:00,,,,,,,,,,
2018/OC-GU,2014,IAF,EXTERNAL AUDITORS,ES-DELOITTE,"DELOITTE  GUATEMALA, S.A.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,800,53670.00,"","HALLAZGOS Y DEFICIENCIAS TÉCNICAS IMPORTANTES QUE REQUERIRÁN ACCIÓN POR PARTE DEL EJECUTOR; DESTACAN FONDOS PENDIENTES DE REINTEGRO, SUSPENSIÓN DE PROYECTO POR FALTA DE DESEMBOLSO, VEHÍCULOS SIN USO Y ASIGNACIÓN POR OMISIÓN EN TRÁMITES LEGA",2015-04-30 00:00:00,,,,,,,,,,
1793/SF-HO,2010,IAF,EXTERNAL AUDITORS,HO-GTI,GRANT THORNTON-HERRERA GUZMAN & ASOCIADO,NE,Not Eligible,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","A CRITERIO PROFESIONAL DE LA ESPECIALISTA FINANCIERA, LAS SALVEDADES DEL IFORME PUEDEN MAEJARSE COMO HALLAZGO DE CONTROL INTERNO Y NO AMERITAN LA CALIFICACIÓN DE LOS ESTADOS FINANCIEROS.",2011-04-30 00:00:00,,,,,,,,,,
1102/OC-ES,2010,IAF,EXTERNAL AUDITORS,ES-MORAN-MENDEZ,DELETE,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","CONTRATACION DE FIRMA AUDITORA - CES-786/2010
CUMPLIMIENTO - CES-628/2011",2011-04-30 00:00:00,,,,,,,,,,
1568/SF-HO,2010,IAF,EXTERNAL AUDITORS,HO-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","A CRITERIO PROFESIONAL DE LA ESPECIALISTA FINANCIERA, LAS SALVEDADES DEL IFORME PUEDEN MAEJARSE COMO HALLAZGO DE CONTROL INTERNO Y NO AMERITAN LA CALIFICACIÓN DE LOS ESTADOS FINANCIEROS.",2011-04-30 00:00:00,,,,,,,,,,
1420/OC-EC,2009,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","PRORROGA APROBADA MEDIANTE CEC-1416/2010 DEL 18MAY10, RESPUESTA DM 268281, ANALISIS DM 266326",2010-05-31 00:00:00,,,,,,,,,,
1391/OC-CH,2009,IAF,EXTERNAL AUDITORS,CH-DT,DELOITTE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SE REMITE CARTA CUMPLIMIENTO CSC/CCH-698/2010,2010-04-30 00:00:00,,,,,,,,,,
1543/OC-BR,2009,IAF,EXTERNAL AUDITORS,BR-BOUCINHAS,BOUCINHAS & CAMPO + SOTECONTI AUDITORES INDEPENDIENTES S.C.,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",LIMPA,2010-04-30 00:00:00,,,,,,,,,,
